Address,Total Points,NFT Boost
0xBDc688d4711b0a79e78566093DB342A3cBe71F0C,335.42,0.1
0x1101d686D50a74f14989cc2A1B20370a5B6Efd4C,335.15,0.1
0x6F54882e50af194D679742aA9CED74077C02e55e,333.68,0.1
0x1b395A668e977A8967E5a29DbB5A6fD3491AFe97,328.74,0.5
0x147c56Eb542517E347cD8230A37037b937843C4b,325.23,0
0x06041C8D1898d271a22E20FCA1BC97a30d6F50dE,325,0.375
0xc104F7f61b09fEBf9a859473ff4C0Dc49B6DedF0,324.65,0
0x792D4269a882230f4f5Ec413DfdB424Dc4863461,318.49,0.1
0xCFD998710235796D6e46B59f416d948B531B452B,318.34,0.375
0x7cDd3D4C1829C39a6CcDF0cD720b5C72b5F82AbB,317.84,0.375
0xf5C179768218f1cFBC70071Eb13903D77A02e44f,316,0.375
0x51aE02ac507c7eb704c4fEA20cF685188735c89e,314.23,0
0x793126774b54Ec7062c439995212Cc60546Ffa9C,312.63,0.25
0x0B601E18a6638C2ea035524776944682086d431E,311.58,0.1
0xA607c8dC6E2927b790c7FE18E28f07D6B30fd628,309.31,0
0xA716Ad3C60Aaf51F2F06e9bb06C654aC90b14e9f,307.62,0.1
0xF216ce794a14969Aa10dB833bf89bf74cf81a848,306.95,0.1
0x77Cc8BD5BDA1FF954c83f53c7Eb2A44d52ca0305,306.13,0.1
0x3B008cE319Fa1bD964bf4a2A8E787Db5a526B069,300.61,0.1
0x92648445661f18443ff14a86efAfCeb2B734550c,295.45,0.1
0x7477BE6928bECBB712514ab117FAd809892701A8,294,0
0x5C133D5bA5e117e1F052B30D3389C2Ff2B2454C8,291.08,0.375
0xB3405e334D10341739b97e2B2478371736b250bb,290.17,0
0x4FDebbC5294e3c700Ca2FC5A004e8b8f587ee040,287.23,0.1
0xf0c8F0d80564754a7F9e14E08D3eB1918999eaEd,285.65,0
0x190a86Abc569b39DB28756d48963578E523B39CB,283.88,0.1
0x153E4Ae0c1A560876969beC8B357897018BeE41A,279.17,0
0xBb7b0e7022324ba25641f72c15a29891D24534AF,277.59,0.25
0x70ef99A667B86f753c13164C6dFF60795f32C94E,276.68,0
0x1b492598D691407844B317Fcfe0BA1E79Ea1190B,276.24,0.375
0x06bC5E80C2c1e1cD30CaBaA01d5Ef1cc7c6cacca,274.8,0
0x4F6524Eef823b0baA01611E5559B864aaE682Ab6,271.15,0
0x030Fe299E2652471A92762C6DAb0E875893209a3,270.68,0
0xB99db17Aa998705902655f63f7107daAc0f9ad29,267.79,0
0x687b8b0DFA978fe355229E362111b8b0FEe6E664,265.6,0.1
0xFa9E3ae558F8E5A5a66f103270D9a46679d57785,265.48,0.1
0x854D9bD4C62cE4195535f998e3C831F6b21aC619,265.32,0.375
0xF87c9286bF0d20807d32224D1D93cb0b68014C42,264.75,0.1
0xe7a6D38Fdd5bDF1aF8daf547Aa5089A75B26281D,261.15,0.1
0xE07B69cCAC773F51F6A5008c6451Ac59B9950411,258.58,0.1
0xEd5a712A74099793229CB91336eE74268Ea0D6f1,258.52,0.1
0xcF6E9d3c048bA4F666c3B4B56d4538c063c4B783,256.48,0.1
0xf347823431a7850cDAB44Dbcf5D2504AaFC00377,256.11,0.25
0xb0D87bF227DAbb62450a964B8B4a6294520B04a3,254.88,0.25
0x23744e520586fE6C993e8cA8dCB27E1046671814,254.29,0.25
0xb82155aA7848B189004e4702194389E124FFE4A6,252.56,0.375
0x72000dcb51D3CAE6396D2E91684BE1c79eb99385,251.55,0.25
0x98792117648ADf88f1c71d029Ea1aaA9E9Cc0AC7,246.91,0.1
0x3bEf7299289291Ac84F9A3E25aFD692F7fc6aBae,244.04,0.1
0x532e486054eF9a2e6B07Dd3D034350F953848CC4,243.66,0
0x9955bCD0d7e36456435952025E2a6bA6e7dDE77f,243.2,0.1
0x4af8694aBc8c8A63caf08f5A27E3193E88C136fB,238.35,0.375
0xF18e8cbae5a517c43506025c04c2cAee47fc6BF7,237.47,0.375
0x01a620E8eFfaF111c8bDFBa71b23bd72cb3a9Ba2,235.25,0.1
0x03ED6Ec3Ce719786C49877C86AFa666bEBdc183e,232.11,0
0xd009262BAdE6C7C3b7ad368b67EbccdF2A916ae6,231.55,0.1
0xC0cCD28ABFE98e4c3a1cEFF7688484b3c08E463B,231.49,0
0xaD559ff8eED9F1e57aA844007B0Cb3d802469D9f,231.07,0.375
0x9813C23153A0BD800B8691379CBd5D29aEa7991f,229.45,0
0x831CFD306734CfE5bF8Ac2D33B167C194aA6b303,228.82,0.1
0xD01788bb29B1A2e322eF9F8111FC482398059240,228.41,0
0xC3e05A7B5f53620D6AD59d2c48E2C0d7b20639f3,228.18,0.1
0x36a3F7D02bec715FA9B1EF0F603FE8C8B3ce42d1,226.9,0
0x70FCFa7922aDa5F38C1fdb04aa135E108eEe16e2,226.65,0.375
0x6818c9d4d6AA4Aa5CC015057bBF8dB9d25617683,225.22,0
0x6F8447B0b18caf8C7A37D1FCcda60B813275294f,224.55,0
0xc13681903426069E8976BADEFfeBdc8f938AB47e,221.57,0.1
0x0E908Fd9A9a030E6cf65Ea0B3E95c2F6f25677f3,221.57,0.1
0xE576DBEe4eB9ac174cd16f4aCe29f0eAAeC3F6e9,221.57,0.1
0x34831BF40Bd7FdA2Ba695B0211CFA9955D17ea42,221.57,0.1
0xb16f7485E5C30DCB95db59952EF0BB7aB3402Df6,221.54,0
0xA8Ba714E3AC28ef34ADE2b22c40afdAe7181700a,221.51,0.1
0x9E3fF4dF648Db7ade06F9daC04059Fdb37857b96,221.44,0.1
0x813DB2539e727a82437e6BB06EE769821E8045Bf,221.44,0.1
0x47DA269Ee2A2777E1aDD7096e66afe2299c12ce7,221.44,0.1
0x6Dc508aaD1c13031e7E3934dc90907327Bb21Cf4,221.38,0.1
0xC08204214c394ca7A393643F76Ab3795Cf8b137f,221.17,0.25
0x4d8fF9A32c8094C66B0216A90d040b3B75ee28c3,220.97,0.1
0x1Cc34a0FA3e381dA595250B91Db8E7E70acf2c8a,220.33,0.375
0xf666c5Df258b7384f1f2192995FA6A104004062b,220.29,0.375
0xAef5d766B970F4F5E2b4BE0892c954966B8791CB,220.29,0.375
0xB0B069A3238F52283d81c3ED2467f879CEF6ea83,218.82,0.1
0xf46fb189C3c0a347B43889FE5539A73706855Fb0,216.82,0.375
0x3a3788F647CE5E080cD7375364cc43eD1FD7c08e,215.68,0.25
0x5BC1830c003EA409EC3887177442191199EE1e3b,214.52,0.1
0x723A76ee6e25700788D90f5BCa2E493D94D402C8,214.06,0
0x810Eab83a21b92b847c0b202D8E3ebd2b90c4347,213.79,0
0x5756e0a7da2733d49B6949263594381615351C25,212.37,0.1
0x7DaC405E5A00ADECe8E10E5b2E114fbB6FaB6bda,210.97,0
0xF49526925F556bCdE40C93fBD7201012248Eb125,210.16,0.1
0x0b2797836C65419c606b7198abD408A8B3607D30,210.03,0.1
0x23eE0f8ecB947403FCC8442f40b0858902F67422,209.53,0.1
0x18A7C0De13Bf3B5B286dF0079d0981bc725e06f1,209.47,0.1
0x7BC77A4247CA8DcE7558A3472Be177A108540584,209.26,0.1
0x140Dc631274583d28591FFE671CcDbCB06E75eBc,208.37,0.375
0xbfc9ca1c434ab19E5F75ACd2d603dc0621ef64E2,207.41,0
0x5c6a7EDDfb2B70f2E0A9bA70bF5D31eFaC4f26d5,205.9,0.375
0x52Eb5a0bb676a1D8B85DD3dC331250Df80412F64,205.48,0.1
0x044cab08D265d9812934949a9F9A1Ca6Eb4b0c84,205.3,0
0xA1d2e78539db4c46094784f8de1837b1a1F01497,205.08,0
0x50961A36983a0C8788Ea91C74c0F1988dbCBE883,205.04,0
0x95fE431C331C84BB46341741384E32104154F01d,204.63,0
0xceAaf154367735ED1CcC5157CC6721d3Dd46551b,204.62,0
0xCBe6300Fb7A40605e66c030D185fe618AEB58989,204.47,0
0xfD76A6f4df3A03Cf2507D1b5D5db6EFF78695E13,201.91,0
0x87ce1C82123acbB09F851732a8e4deaD0b9d47e9,198.39,0
0x3D4100331fEA5E380306C79dD0983d8ef62D8121,196.73,0.375
0xf98FA4D49d23DfFbF46B6710f652Be283930d2EB,196.15,0
0xA6E68e621DA62e3889E500b3223d1D399F421621,195.26,0.375
0xBf84C6574a53dfEaa4C550C4679F393bA44BE535,195.25,0.375
0xe058568a515cf016BD6BFF3899c9E8DFA5514a10,194.14,0
0x6a7D75B148234E11b530ac0DF0BDA02f5b02d9eB,193.03,0.1
0x8E8305aC01590403204B11abe8e6fB7B4DE23E69,192.93,0.1
0xDeF114a08C2A25c4ccA85fC3C0bD8e5B2253bf83,192.93,0.1
0x37A8F1E08e1392411Bf8C14985FD8E4Ac12b52b0,192.93,0.1
0x552634dCB46C2573d724Ed8e1cf6Eb13338357B6,192.93,0.1
0x259EF7357f172a720B8B27Ed785c141bDA4A8517,189.89,0.1
0xD7440EAf82b6667e6a012BA371A04De589F969ee,189.73,0.25
0xF341C11E6c71Ceaf1574c6779909a7086d8cA5aB,188.34,0.1
0x1dbD2633CBeCe99F4ee44B1DFc1D80d666ed81A1,187.72,0.375
0xe853059Cb9da6D6dEDfE67078996cC85945af9Cc,186.35,0
0x70C12c146A2D890c7d9137e7395eb4Bcc8811108,186.35,0
0x61B55EC26758345f4AcD724c8CE2D69b8F5dE670,184.82,0.1
0x0EDfaB3de119E91e795b7F672f08844b27C35bD1,184.13,0.1
0x81D7AfC0f7306C4Cf4AA62124adFd2e43bd50725,182.26,0.1
0x8660587b66275D92d782B0DBAdF07e7c9477d0c9,181.07,0.1
0xe17e6f77f2E3F6b89E42cbebbC785Add457be620,179.33,0.1
0xd098e452128701312aaF58Bf90F89D8302aC28Eb,178.81,0.1
0x060009AF9BB5fF26a89E7931ceCB29c79B684a82,178.4,0
0x17AcFFFBfcd955a0CDF698a3b9e73Ab4F8554e6A,178.34,0.375
0x0eaB8b02f18c2029Cb1eD283D1b18107e756FD9F,176.81,0
0x6b0A78EF1A62ba84aFa994a3850f4626066159Ad,176.6,0.375
0x47e702bC8d636C8f8bE5A91103621dE345d0eF53,176.48,0.375
0x2c64a27E92dcaE868D64aEC3EEebcd6A8a61A5a7,175.08,0
0x7550B9b1F8C63abecf9C372fd79026874336879c,174.64,0.1
0x58d70BFa5B7dEf2B44c2B6c6e1F50bed4950B4D6,174.27,0.1
0xa7D975428070EE539d4e24Bef74cE78D6cfb58B0,173.62,0
0x330b667B7b753872C213c8208D0F5f4eCc582f9a,173.61,0
0x806f5e2da7C136Aeaba3276FC361bEF888259d7D,173.56,0
0xD4C0Df6d6F0E8d7fB45e8d8a9d4fA4358E315Ab5,172.75,0
0x7015A42076ff7A4A390a7C81B48D73f0e8EAd21D,172.04,0
0x335169fB897b082425e383647331a5554B0fC2a8,171.97,0.1
0x5649781b684d1C3e30B1Ee9B2B5ca6619710C38f,171.93,0
0x96f0961128d696e000fad3B1552D16c1A22ae77c,171.68,0
0x23DE332f2bf74c79d1AeFb1208df12007020fd17,171.31,0.1
0x4Ffa555b898060bc6B19d8c3cF32471b014147A5,171.28,0
0x1E1FB25e5FBfFfC3F6D364549e0E58FB52C271e7,170.72,0.1
0xEEca6DaF66Ae1867c076296Da26531F5c8AD230D,170.6,0
0xF0a0971B194c1aCcdeB9FB64574E25EEdbD97fF4,170.4,0
0x78b6e8bFc4e5bDcAB1e7c17D65f9831598FCe986,170.18,0
0x042B47E723aDA236c1d405dc3Ba962Ef2d6eAbee,167.91,0.375
0xC88036eEC9f99DE2f7d4adb7b912a8bA35c02E1c,167.73,0
0x071f6472FacCfea2ea52c72ADD0a87A3775CDd5e,167.29,0
0x6D4Cc17150Bf099E7b265fBB0fc65388cd924317,165.54,0
0x9eF6674AA56f05Ad388b6118e9F637088af9cf3F,165.38,0.1
0x3dD4CF8Af29511944920B98e04Ed1BEAbA449336,161.01,0.375
0xEf37b2E7AD26E2a3e8264EE79Ff58C3674ceA3D1,160.69,0.375
0x58B7908C9550FafE10BEA04dAD38CF0677b1d2ca,159.18,0.1
0x993e8aDE05Dc62CB09Af01a8d659182Bb395FBA4,159.1,0.375
0x28d431f24eDd9cB5D20eD7a1cC5C89db67AAd044,159.1,0.375
0x1F0780B11184C9ff7e13574c3AE50692504A657e,159.1,0.375
0x81FF9Ef549A9A43968cf4e65fCc0fD30751d165C,159.1,0.375
0x5b36205b34fE51d4CFf0eeD0E3654a89d4472b83,158.13,0.375
0x8182C3310B9D0Ebd9934A6702f369458213Ac294,157.65,0
0xFE5003571055c4e99B7CAe133E760F6f3894C9De,157.47,0.1
0x36F1b4f0b97ED4589F03bd21A68c3E44b72440A4,157.07,0.1
0xcfB1CAA77ce926f7b5Ad1132cfAB449C6A49B638,154.33,0
0xBfcC73DC4b03f0fEBb5Ce1d53e5E410a3ee8CFC1,153.63,0
0x1FBBE4f625F6A0e74639864311dBa05E1Eae3800,151.55,0.375
0xe669F6ae755fa7C0777A92b2790a53eCDF3E86a1,150.82,0.1
0x2da4f2b8e352cccBE4207014794F12721f975634,148.91,0
0xe47fce812fE662Dfd106F7714de807314DDeB0D1,148.64,0.1
0x671EA6F257C4750aFE8d1c088209c3F316c0F1Ab,148.11,0
0xA84126FF20fB4e4b35ce3C2a17717B5ACe805BAE,147.73,0.25
0xaDd0d2fFad25ce7B96BC38D0f7F6B58D0bC3Cc6F,147.14,0.1
0x9875B4Cd4480d7D6fA7cA1aF6070BF8Ed978dc33,146.02,0
0xC5C0e684535A1C8cfa62c310B30E3EaB1d0536c9,145.96,0
0x0Ab4D1C5bfD62EDF28f09ddf196E7506b7b2f630,145.31,0.1
0xaB58F8EBF630774C18AEa998aFC971a9f1bED537,145.09,0.375
0xc8bD97bBa13e0c083C6cbdCa7De3f72b7364abFA,143.74,0.1
0x08792fC6593952690A152530dE6519C2421DdA62,143.53,0.25
0xF2fac9d42B662d2aB56fa3192Cb07dEEd06fd364,143.47,0
0x096897b954F863448ba6BF4E5CA1f0b3f4939BC8,143.13,0
0x671133bf7C0E69dC7a338379837E448d0a03b45F,142.94,0
0x5Cc1047084396A2DD9371682B168AfC189656339,142.82,0.1
0x455be4f241ABebe8B317f2C07b2f2BFdEeC29b17,142.13,0
0x9d6B75D1B8Db77863463fa86Db7b39dD2aE9955d,142.06,0
0xF1bE3ee921D1F268c0E0cda04C5C477ec1103B3b,142.04,0
0x25313B57c2992D424c8ab160A2083EC8fFBa148D,140.91,0
0x6B03Fe708e6DD0292f17c6F6402468cD7AeA0776,140.88,0
0xc33E15c9FE58Bbe234Ed0b8b8c1b8108E0F0b48E,139.73,0.1
0x6f3165891d75B9516805c2dFa2d9558179EF43fB,139.71,0.25
0xd4fa733B3411df5c4670D490D0a443565572d60f,138.62,0
0x34F25534aBee6FcC3d3b94599A6b8490d7AeF08F,137.99,0.1
0x01760A133E3d561514e5Ae05687327e68e2A6c5E,137.63,0
0xc5B008D972a0e547248DB165d0848Da2ef2be645,137.22,0
0x464df0F16e1Dae95A83d35B99FBe8eF5C750A9B4,137.08,0
0xd2c9dF8D21af57968f2DC5Dd3e7a73f93FD89283,136.44,0.375
0x948bDC9bE4b902D35AE767e3B912378C1bc869AA,135.96,0.1
0x256D52150DD4BbD1537A2054F837Bc7d98c7e364,135.77,0
0x922b79842626A6bEDbd1fEEfF820e60d96324684,134.95,0
0xac1C07d19A2868dAA1CB2Afbc2f586b8085E9918,134.89,0
0x12c1350D2B47BAB055615fd216e2ed60354DD287,134.85,0.375
0x2A8C0d45B0d5E4D9Ec6AB5E5B54933f0A0798917,134.84,0
0x852B9efBA84969600Cb129Ccb7178175fD996664,134.53,0
0x6F7cCe666A6c8E27f015CE553e27a23b62b0b924,134.32,0
0x9EB16f427608a14d0aC3dC150652065A1869592c,132.82,0.1
0x0f7D151996167C9274e9A4629F7DDA4FEDC4D4B4,132.17,0.25
0xb7aC07C0dCA5B187180923c3592e731CcCcC8fB5,131.47,0
0x10f3b09d73Db6b2E9E79289Ca30A602Ae682ED88,131.42,0.1
0xa31CCadC824f919fA7d2fdD9cA742Cfb40D460f6,131.32,0.1
0xA20Cc6fde7AEFEDB9d0ae8b9C972759b1fb084Cc,131.11,0.1
0xB97A9Eb43EAc09f767DEBA4Ead8870E264f9A211,130.57,0.1
0x67664556F0d0eA224CD66815Cf707b23B5d516A6,130.33,0
0xF01A45113F8DCa5326F5d9c1a8745DEDB52e6909,129.11,0
0x5AAFA0BAbB4E6C30f14b13E3df733b830B5e9883,128.31,0.1
0x59A78e86686CA2732dA96fC3220cbE8518623642,127.13,0
0x91aa25FabBE54DaA169A49E50383a8600EfA3D39,127.09,0.1
0xa0844Bf87263ef6D74B7f3d7A2D3D8F776009988,126.91,0.1
0x140FBBCdDbe9722e4afE7bbD0d0BF57F7158Fac1,126.77,0.25
0x155e00c300eA051c190cE5A200988afeD3ca3A6f,126.69,0.375
0xb48A0469a5401CFC333bDFaAC86143f58Da07d57,126.31,0.1
0xFf3e5065d1eaE13955352Be80630eCC56eE3f316,126.02,0.1
0x0B836bFaf7C361F88256E861559b97a8E3A68627,126.02,0.1
0x0C35d411b1CcFfBb95957c4F0ffdEc8393916BB3,126.02,0.1
0x19ADCd9cc9bE07b211332289fF9dd756AB501A2A,126.02,0.1
0xA147aA9bAf133cbAc6AB7a1277d72E94cf885926,126,0.1
0x39c44DD896B3cBCD20a9aB54cFF902E0938cc093,125.47,0
0x9310839D1dab1241b10de37d7a9e165d94Aba753,125.16,0.375
0x3e5441a8871883191F63CcA8837Da0656a549b62,125.05,0
0x66d57e5502390a69399895064f18e663D056aEDe,124.36,0
0xf92414a9da6663C56967a09463D292DB83465ea9,124.06,0.1
0x163EA4a6E339016F7f7A8e26CeBE97d256d1A99A,123.83,0.1
0x533e86b707d7b13290ca2e4B7EcCE3c69B5C458A,123.38,0
0x196bf974b9F5FE660209F01c0660d3531F35c73f,122.8,0.375
0x4cadD072102EEE9AF9302C36e0e7470313F3f7D2,122.17,0.1
0x3eBc1d3AE3e6f78746B9523F44039ACC0C508f3f,121.41,0
0xc277C9e4839AE0a7499eB7A3c80f4845A638466A,120.91,0.1
0xC5281722da8c281D435884fD5463e8874da017df,119.98,0
0xF4aa84D54a626617E01e949FA94c5190eFb0dE6A,118.76,0
0xDF6936A83e8F7dFf95f054130E6237052f1C1Af5,117.96,0
0x54E4b6909B263fA4b61F1D6516Fc1F9e55B06917,117.73,0
0xB6772099736C69429ef4FEa38B0eb21fe6ab2C4E,117.72,0
0x2DD657D5cBE5bd7Ce4F3716b7E6c7D3A6dbe51F2,117.7,0
0x85C46Ff1d6127bb4eA74c838a090929D7D4f97AC,117.61,0
0x65818b0C6aa65F58d175948A16145d65E2f17C8B,117.56,0.1
0x67549f66fF6d0A6f7607882B81F26b185457C67f,116.85,0
0x185850D3E23b3520CC9a3cC228D9b8385880a48b,116.82,0
0xBc158727b547e47E5b864626D85E39c4320f771e,116.27,0
0x234596b587BaEe2B409BC3ff19a491814308a8B3,115.73,0
0x002Cf6cbDC0C9E04905Bf2094673e310566aAA52,115.57,0
0x863a59F17948a2C34A8ec4dD7fbdff1b2bedB1A9,114.53,0
0x4Efa1903A3bF1490100503421700FF103f48eaeF,113.91,0
0x86Cf0f098e461398Ac9B7f8069FB7cfE8682BBd8,112.62,0.1
0x172Fe52F58c98B7d6d8BcDA7778233eC367F412b,112.03,0.1
0x39170B7D26EFcFd8EedA62Edfb2172D8c429F7AC,111.44,0.1
0x9C65Bc20bBc6a5226b6b3272648b1A045fE459dB,111.42,0.1
0xb1f45F7DA27C4cf0Ab0A4e9172982d7CdFD6CB2C,110.71,0
0xF55e74821b20Fb82d813B2c83ac7727A66E5f5e3,110.36,0
0xb45B317dB112d5E6Da78a3b75A5A722B1AC7d1ad,109.98,0
0x67AAcE1cc42e1241B4Cccbd0683A84005DDABa55,109.49,0.375
0x6E66A3539F53c262c7Abe2b768f5D2D5c79C5b89,109.18,0
0x7CfE765463e6618a13064F8e718722C5FF4d0DD0,108.43,0.25
0x8f4Be408179A2838b5EaE996555d5fF3b4433ecA,108.43,0.25
0x450E36827fA1704fD67B0C1B643B8bB0336745A7,108.4,0
0x61F94A201d2f4A7d5a0ea8499C253c717b19490e,108.11,0.1
0x125802f140cAe7E4024de85EF14a44dAA308D740,107.95,0.1
0xF0dFb2Ff158854Eb5Cd13Fa847bFB13B5022FF4c,107.76,0.375
0x672Cb8721d304d283D4B21Ee4E89f78A06ca1D4a,107.16,0
0x66eC0ffc12aF144C080545cB2054037112001Aad,105.84,0.375
0xbBba9265F613958c9Be851aFf888827608A48504,105.62,0
0x01f838c678b2FFeD04ae15147aD5b293e81984cA,105.18,0
0x9F6545F38BC792DbF34B4b41601Cb30CF65A6bE9,105.18,0
0x4494FA62fD5283305BFeDB243BEcb9109EF882E6,105.18,0
0x1BE8804BAFA0779F58351A5b26430dC9881054e5,104.45,0
0x935D9387a44AFbab560Dfb821CEd683e7Eed0e2b,103.45,0.1
0xc29c58b443085D554Aa2Dc516741a73A7B7Bf919,103.07,0
0x7eBF2a5BcC554986140E879deDe691276b8d0757,103.04,0.1
0x47b53eB42752E6bd3D5DE974dc2a026d73941C97,102.47,0
0x4190b931C5Ca67B1371570b833ba8fe605FF8E4E,102.32,0.375
0x3A2267B313706AD6902605C3787e78395D6C36AA,101.8,0
0x07cf571400a7f9075B1E99caC242D93F1fa1C186,101.44,0
0x976D83A547Aa0E4cC34242A5C7f56B7968575228,101.14,0
0xd0401AB62f392C1Bd0896809563f97fC1f872701,101.08,0
0xF5C8420b51001753fC5f827cD167D9717CA32b4A,99.44,0
0x14ce2BecA721249eAFd8d1D36F467dBcac63eE4A,99.19,0
0x1972fE04FB77257B984bDfae9cB4712b73431822,98.99,0
0x56D146B647AA612eEC23C327fA90F8C6ccE34e14,98.86,0.1
0x852E08Ca606D53E95731272E65DAbEbb99C900A8,98.73,0
0xD4E8400b80B56502fE401F6FbC2cAF334CF81d51,98.24,0
0x7ea61dcE05f987eC5eCF732dF8D13694fdBDF989,97.99,0.375
0x77Ca7eE4fc65458370dB2508269c8FDF0dbAaE5a,97.95,0.1
0x2f3abC12Ca99f4558F30A871dC116D58e32cC7ca,97.66,0.375
0x5ff8f15200f4c88E7992729e9cac88FeC28Da7f2,95.57,0.1
0xCd418FC7A5FDEAFcb68a0074AF890d56f7ce8B8a,94.77,0
0x3336fF2c14F3cb71490D17c01e3842438d9d5873,93.72,0.375
0xCFFdE66f1020ec088D91831d0FC5D99F587311Cc,93.63,0.1
0x0f356404d247B4ea646D61614783ACB80151429B,93.22,0.1
0x43FD1Bb8Aa68C57517301B9a9709F5c03ba12340,92.08,0.1
0x877ca91AE265aF8930D6DE1cdf8f94421577a018,91.37,0
0xDd39e1010e38eedA121D686Ac72DDf1765d5a31D,90.19,0.1
0x059b2c443893f18d436Eed83AF190315198C7506,90.13,0
0x8a705081A61Ed3Cd63F95f53d7bA0FD72fD179dd,89.82,0
0x93C1733ec70E3E1CD05a6A8232614E25c8195BA0,89.75,0.1
0x9a0d109A36940E493B75F792BaAAEa88fa4d88De,89.75,0.1
0x67e0A19bc7744bFc91cBefad538B8F659E3FF093,89.5,0.375
0x60De8740B2C75fbfF17C89E6476Ed6992642E607,89.46,0
0x132bA1c5dCbf2869C3168f1C9F6FEC11d3843f83,89.33,0
0xd739E764B1241774B801F6ec8Fc218e1f3aFAAc7,89.22,0
0x34D67712F87F59067226d8e365cd3E0f571cD96F,89.03,0
0xfBAEBCbeF2C0dB6eAE2DCfDea807060850E06e40,88.98,0
0x0335c01FEc9D57C7850ffB8ce78234B4B51bB857,88.97,0
0xADdDa2fdAf5B0E4ccce6cf4eCB7Af38f430669b4,88.96,0
0x51CBe445F51e48CceB9B7c6ef3B71AE67807A4E8,88.64,0
0x486e8067Aa8686E49F8f2cb76Fb1C0DF9454D7aC,88.5,0.1
0x5d33B7A8046C236Cb6155704483090cFe1281168,87.77,0.1
0x467FD13aBaaaD28734239Fb8C8A92eB1dB63969F,87.57,0
0x2F2099423Cc4C2F646B22283F5c540450bC2fcf0,87.07,0.1
0x16D868D7efE933d09cb59fa0cCd004E0B35a319d,86.55,0
0x161c970Cf40c40465c1a953Fc93d3Ec3C95EF787,86.1,0.1
0x876834035AD85034b69CB51f8514C248B37f9d3A,85.78,0.1
0x87f58d7C44Ee38ad7d0A36e5473fdD8a129f3e70,85.61,0.1
0xA653A2F066C4848f0b1ac6fa84C949dA63306446,84.97,0.1
0x6BD6A544672C08B06C0BF1a8d7C2C6085fBDA068,84.73,0
0xb65643D51f3F35Fd1e33d1376389290380924389,84.63,0
0x320d0D8297F2EE70AccBd951374C2Fb17Ff1F5bA,84.17,0
0xD11De7e0474ECe24506BEA41330bAEFA55174a17,84.06,0.375
0x4C95687F5398b728eF0c6c8a804b60a0E5d023e6,84.02,0.375
0x46C4bF2C84F8d187EDaC251026840887A3C6468C,83.87,0.1
0x1c4c187F00f429CB8dD41f8735fbaCfcBe5b571A,83.14,0
0x9033a4639Dd7c2EC77B1CE66204B5E0468063B16,82.73,0
0xAe675f1A13F24e2507eFe71741A5a2E831408D0e,82.56,0
0xb8f573D6eAD2cB8d1e2a50580e21573a22C8bb5D,82.56,0.375
0x716CaC5F6e75b540abe86107A29645F8f021Fb42,82.26,0.1
0xd46e0C7d35DD04Eda754f47376700DBE20e8fAE4,82.11,0
0x6588d7F299094dbcaa6193cA6FaA95f8E8eD272f,81.98,0
0xc9C8E64194815d114CAf2396E652CB74048Ecf93,81.73,0.1
0x321d284de51955078736C35C2a27FC30459bf591,81.5,0
0x67a7040C4575582e4eC96E9FDE28e8bee0e8bdE5,81.22,0
0x1A2209308Ea880a57Ab4589D429337C0DFC7b8AB,80.88,0
0x0e050386E60a1486E004521F3776B0e2B42be46d,80.66,0
0xb1D514BfB8e8767972D211E4857cA20F62A84987,80.34,0
0x91BC6E8b6e1D941800902eE7ED43021871a407bE,79.74,0
0x2d099fe4F45aAA4377894D343424a3CbCc502919,79.51,0
0x2D874115A7304aBce00DA4501344cee534C1A1Ee,78.02,0
0x6F38C3547F893a3F893b55232b8EeEF69b6800F2,77.36,0
0xbA8CDB1dEADf026178DD5211aB1700586A76c14C,76.91,0
0xca7ef6889Cd71D76B75d6342CeB3F1BcB63d90bF,76.28,0
0xD4803e1E051c8AB18b7e4A5E4bBB86893C14F852,75.13,0.375
0x0260F20FFff41183e3a820702F3Cc22544e47f85,74.34,0.1
0x560dA68964ACe636f6Ff65Fc70010d9564651a96,74.29,0
0xe3Eae9B86540672324fAcC5744d00482B22F0fc5,74.29,0
0x19AB6b387E70F23FA782f1b0E7382868EFed9caA,74.29,0
0xcf6f8A3Ce4B2DAfB9AF7A9843576d34DD29d7013,73.43,0
0xF4F081E6904054a4bE390c1F3e1D75f189c5E94F,73.08,0.1
0x7D8dDc360b74ef8F2ad18d390e20d786ddCab729,72.66,0.1
0xEEB063E26747F9c0F96d2744BD1fACB39286Ae80,72.56,0.1
0xC7B617De50659bbDda91115774c3D863c8B1019e,72.52,0.1
0xabae88cC6201Fc3079A78A44d5Dc1224437EE919,72.36,0.1
0x16e0F154Fc357b1D00215771afd823051AcaA097,72.25,0
0xFdF77d2b775451B2EaB5567ee57317b6A828810d,71.57,0.25
0x610ccB46B3b882470864D6F0aa0344ea3E9fd620,71.16,0
0x342fbf7a815fe2276b7Bdb86B49C2D01Bb3BD391,71.04,0.1
0x6C3A045A116c36f58f7fD546dD9A1272d3e7ffb9,70.56,0
0xbccBE2B261074cb7B6e57D3AAb66a9F5918ce384,69.63,0
0xbdc5b2c1216fbd8C17c5e6F70243Bbb257e165A6,69.28,0
0x3dbcf4E270b5b1e9515dE1A6B1a67D965fE004C4,67.7,0.1
0xAc46E5D73B720666dcEF759cCe1604c8ff182185,67.54,0
0x9Ab4FC213fa053fFaad30275B114953eb37F0807,67.34,0
